vuln_id,cve,status,vendors,products,title,published_at,fixed,poc_public,known_exploited,cisa_kev,cvss_score,vendor_severity,priority,sources,superseded_by,created_at,updated_at
VW-2023-0001,CVE-2023-20185,active,Cisco,ASA;AnyConnect;FTD;IOS;IOS XE;ISE;Meraki;NX-OS,Cisco ACI Multi-Site CloudSec Encryption Information Disclosure Vulnerability,2023-07-05T16:00:00+00:00,true,false,false,false,7.4,,INFO,cisco:cisco-sa-aci-cloudsec-enc-vs5wn2sx,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2024-0001,CVE-2024-47822,active,Directus,directus,Access token from query string is inserted into logs,2024-10-08T12:52:21+00:00,true,false,false,false,4.2,medium,INFO,directus:ghsa-vw58-ph65-6rxp,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2025-0001,CVE-2025-20204,active,Cisco,ASA;AnyConnect;FTD;IOS;IOS XE;ISE;Meraki;NX-OS,Cisco Identity Services Engine Stored Cross-Site Scripting Vulnerabilities,2025-02-05T16:00:00+00:00,true,false,false,false,4.8,,INFO,cisco:cisco-sa-ise-xss-42tgsdmg,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2025-0002,CVE-2025-20205,active,Cisco,ASA;AnyConnect;FTD;IOS;IOS XE;ISE;Meraki;NX-OS,Cisco Identity Services Engine Stored Cross-Site Scripting Vulnerabilities,2025-02-05T16:00:00+00:00,true,false,false,false,4.8,,INFO,cisco:cisco-sa-ise-xss-42tgsdmg,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2025-0003,CVE-2025-53886,active,Directus,directus,Tokens are not redacted in Flow logs,2025-07-14T16:12:20+00:00,true,false,false,false,4.5,medium,INFO,directus:ghsa-f24x-rm6g-3w5v,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2025-0004,CVE-2025-49656,active,JVN,日本製品・国内調整された脆弱性,Apache Jena Fusekiにおけるパストラバーサルの脆弱性,2025-07-30T03:00:00+00:00,false,false,false,false,,,INFO,jvn:https-jvn.jp-jp-jvn90566559,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2025-0005,CVE-2025-64763,active,Envoy Project,github.com/envoyproxy/envoy,Forwarding of early CONNECT data in TCP proxy mode,2025-12-03T17:01:47+00:00,true,false,false,false,3.7,low,INFO,envoy-project:ghsa-rj35-4m94-77jh,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0001,CVE-2026-20055,active,Cisco,ASA;AnyConnect;FTD;IOS;IOS XE;ISE;Meraki;NX-OS,Cisco Packaged Contact Center Enterprise and Cisco Unified Contact Center Enterprise Cross-Site Scripting Vulnerabilities,2026-01-21T16:00:00+00:00,true,false,false,false,4.8,,INFO,cisco:cisco-sa-ucce-pcce-xss-2jvyg3ud,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0002,CVE-2026-20109,active,Cisco,ASA;AnyConnect;FTD;IOS;IOS XE;ISE;Meraki;NX-OS,Cisco Packaged Contact Center Enterprise and Cisco Unified Contact Center Enterprise Cross-Site Scripting Vulnerabilities,2026-01-21T16:00:00+00:00,true,false,false,false,4.8,,INFO,cisco:cisco-sa-ucce-pcce-xss-2jvyg3ud,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0003,CVE-2026-20122,active,Cisco,ASA;AnyConnect;FTD;IOS;IOS XE;ISE;Meraki;NX-OS,Cisco Catalyst SD-WAN Vulnerabilities,2026-02-25T16:00:00+00:00,true,true,true,true,9.8,,INFO,cisco:cisco-sa-sdwan-authbp-qwcx8d4v,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0004,CVE-2026-20126,active,Cisco,ASA;AnyConnect;FTD;IOS;IOS XE;ISE;Meraki;NX-OS,Cisco Catalyst SD-WAN Vulnerabilities,2026-02-25T16:00:00+00:00,true,true,true,true,9.8,,INFO,cisco:cisco-sa-sdwan-authbp-qwcx8d4v,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0005,CVE-2026-20128,active,Cisco,ASA;AnyConnect;FTD;IOS;IOS XE;ISE;Meraki;NX-OS,Cisco Catalyst SD-WAN Vulnerabilities,2026-02-25T16:00:00+00:00,true,true,true,true,9.8,,INFO,cisco:cisco-sa-sdwan-authbp-qwcx8d4v,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0006,CVE-2026-20129,active,Cisco,ASA;AnyConnect;FTD;IOS;IOS XE;ISE;Meraki;NX-OS,Cisco Catalyst SD-WAN Vulnerabilities,2026-02-25T16:00:00+00:00,true,true,true,true,9.8,,INFO,cisco:cisco-sa-sdwan-authbp-qwcx8d4v,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0007,CVE-2026-20133,active,Cisco,ASA;AnyConnect;FTD;IOS;IOS XE;ISE;Meraki;NX-OS,Cisco Catalyst SD-WAN Vulnerabilities,2026-02-25T16:00:00+00:00,true,true,true,true,9.8,,INFO,cisco:cisco-sa-sdwan-authbp-qwcx8d4v,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0008,CVE-2026-20127,active,Cisco,ASA;AnyConnect;FTD;IOS;IOS XE;ISE;Meraki;NX-OS,Cisco Catalyst SD-WAN Controller Authentication Bypass Vulnerability,2026-02-25T16:00:00+00:00,true,false,true,true,10.0,,INFO,cisco:cisco-sa-sdwan-rpa-ehchtzk,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0009,CVE-2025-11187,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0010,CVE-2025-12084,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0011,CVE-2025-13836,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0012,CVE-2025-14104,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-11T14:34:45+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-2563;red-hat:rhsa-2026-2800,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0013,CVE-2025-14831,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0014,CVE-2025-15281,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0015,CVE-2025-15366,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0016,CVE-2025-15367,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0017,CVE-2025-15467,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0018,CVE-2025-15468,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0019,CVE-2025-15469,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0020,CVE-2025-61726,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Critical,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-5110;red-hat:rhsa-2026-5129;red-hat:rhsa-2026-5131;red-hat:rhsa-2026-5130;red-hat:rhsa-2026-5132;red-hat:rhsa-2026-5145;red-hat:rhsa-2026-5146;red-hat:rhsa-2026-5168;red-hat:rhsa-2026-5077;red-hat:rhsa-2026-5327;red-hat:rhsa-2026-5394;red-hat:rhsa-2026-5439;red-hat:rhsa-2026-5444;red-hat:rhsa-2026-5447;red-hat:rhsa-2026-5452;red-hat:rhsa-2026-5463;red-hat:rhsa-2026-5461;red-hat:rhsa-2026-5533;red-hat:rhsa-2026-5544;red-hat:rhsa-2026-5549;red-hat:rhsa-2026-5636;red-hat:rhsa-2026-5645;red-hat:rhsa-2026-5649;red-hat:rhsa-2026-5665;red-hat:rhsa-2026-5807;red-hat:rhsa-2026-5851;red-hat:rhsa-2026-5852;red-hat:rhsa-2026-5853;red-hat:rhsa-2026-5948;red-hat:rhsa-2026-5950;red-hat:rhsa-2026-5952;red-hat:rhsa-2026-5968;red-hat:rhsa-2026-6184;red-hat:rhsa-2026-6192;red-hat:rhsa-2026-6226;red-hat:rhsa-2026-6251;red-hat:rhsa-2026-6277;red-hat:rhsa-2026-6278;red-hat:rhsa-2026-6428;red-hat:rhsa-2026-6429;red-hat:rhsa-2026-6497;red-hat:rhsa-2026-6567;red-hat:rhsa-2026-6568;red-hat:rhsa-2026-7052;red-hat:rhsa-2026-6554;red-hat:rhsa-2026-7291;red-hat:rhsa-2026-6564;red-hat:rhsa-2026-7385;red-hat:rhsa-2026-7676;red-hat:rhsa-2026-7854;red-hat:rhsa-2026-7942;red-hat:rhsa-2026-8151;red-hat:rhsa-2026-8167;red-hat:rhsa-2026-8218;red-hat:rhsa-2026-8229;red-hat:rhsa-2026-8337;red-hat:rhsa-2026-8338;red-hat:rhsa-2026-8433;red-hat:rhsa-2026-7249;red-hat:rhsa-2026-8483;red-hat:rhsa-2026-9097;red-hat:rhsa-2026-9098;red-hat:rhsa-2026-9108;red-hat:rhsa-2026-9109;red-hat:rhsa-2026-8431;red-hat:rhsa-2026-9848;red-hat:rhsa-2026-26636;red-hat:rhsa-2026-12279;red-hat:rhsa-2026-16696;red-hat:rhsa-2026-17040;red-hat:rhsa-2026-19375;red-hat:rhsa-2026-17468;red-hat:rhsa-2026-17598;red-hat:rhsa-2026-19712;red-hat:rhsa-2026-21017;red-hat:rhsa-2026-20041;red-hat:rhsa-2026-22450;red-hat:rhsa-2026-22714;red-hat:rhsa-2026-22937;red-hat:rhsa-2026-23228;red-hat:rhsa-2026-23361;red-hat:rhsa-2026-24977;red-hat:rhsa-2026-25127;red-hat:rhsa-2026-25248;red-hat:rhsa-2026-25250;red-hat:rhsa-2026-25252;red-hat:rhsa-2026-13548;red-hat:rhsa-2026-26420;red-hat:rhsa-2026-28047;red-hat:rhsa-2026-36882;red-hat:rhsa-2026-37275,,2026-07-18T06:23:39.283173+00:00,2026-07-19T19:28:16.483145+00:00
VW-2026-0021,CVE-2025-66199,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0022,CVE-2025-68160,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0023,CVE-2025-69418,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0024,CVE-2025-69419,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0025,CVE-2025-69420,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0026,CVE-2025-69421,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0027,CVE-2025-9086,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563;red-hat:rhsa-2026-6893,,2026-07-18T06:23:39.283173+00:00,2026-07-19T19:28:16.483145+00:00
VW-2026-0028,CVE-2025-9820,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0029,CVE-2026-0861,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0030,CVE-2026-0865,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0031,CVE-2026-0915,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0032,CVE-2026-1299,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0033,CVE-2026-1642,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943,,2026-07-18T06:23:39.283173+00:00,2026-07-18T06:23:39.283173+00:00
VW-2026-0034,CVE-2026-2003,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-8756,,2026-07-18T06:23:39.283173+00:00,2026-07-19T19:28:16.483145+00:00
VW-2026-0035,CVE-2026-2004,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-8756,,2026-07-18T06:23:39.283173+00:00,2026-07-19T19:28:16.483145+00:00
VW-2026-0036,CVE-2026-2005,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-8756,,2026-07-18T06:23:39.283173+00:00,2026-07-19T19:28:16.483145+00:00
VW-2026-0037,CVE-2026-2006,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-8756,,2026-07-18T06:23:39.283173+00:00,2026-07-19T19:28:16.483145+00:00
VW-2026-0038,CVE-2026-22795,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0039,CVE-2026-22796,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-02-02T17:31:06+00:00,true,false,false,false,9.8,Important,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-1736;red-hat:rhsa-2026-2563,,2026-07-18T06:23:39.283173+00:00,2026-07-18T10:47:39.283825+00:00
VW-2026-0040,CVE-2026-23490,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Red Hat Update Infrastructure 5.1 security update,2026-03-18T16:24:32+00:00,true,false,false,false,9.8,Critical,INFO,red-hat:rhsa-2026-4943;red-hat:rhsa-2026-19712;red-hat:rhsa-2026-24977;red-hat:rhsa-2026-37275,,2026-07-18T06:23:39.283173+00:00,2026-07-19T19:28:16.483145+00:00
VW-2026-0041,CVE-2025-61728,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Multicluster Global Hub 1.5.4 security update,2026-03-19T10:27:09+00:00,true,false,false,false,9.1,Important,INFO,red-hat:rhsa-2026-5110;red-hat:rhsa-2026-5439;red-hat:rhsa-2026-5444;red-hat:rhsa-2026-5447;red-hat:rhsa-2026-5452;red-hat:rhsa-2026-5549;red-hat:rhsa-2026-5645;red-hat:rhsa-2026-5665;red-hat:rhsa-2026-5851;red-hat:rhsa-2026-5948;red-hat:rhsa-2026-5950;red-hat:rhsa-2026-5952;red-hat:rhsa-2026-6055;red-hat:rhsa-2026-6192;red-hat:rhsa-2026-6226;red-hat:rhsa-2026-6251;red-hat:rhsa-2026-6428;red-hat:rhsa-2026-6429;red-hat:rhsa-2026-6497;red-hat:rhsa-2026-6567;red-hat:rhsa-2026-6568;red-hat:rhsa-2026-6554;red-hat:rhsa-2026-7291;red-hat:rhsa-2026-6564;red-hat:rhsa-2026-7385;red-hat:rhsa-2026-7854;red-hat:rhsa-2026-8151;red-hat:rhsa-2026-8229;red-hat:rhsa-2026-7249;red-hat:rhsa-2026-8448;red-hat:rhsa-2026-26636;red-hat:rhsa-2026-17040;red-hat:rhsa-2026-17598;red-hat:rhsa-2026-22450;red-hat:rhsa-2026-22714;red-hat:rhsa-2026-23361;red-hat:rhsa-2026-25127;red-hat:rhsa-2026-25248;red-hat:rhsa-2026-26413;red-hat:rhsa-2026-36882,,2026-07-18T06:23:39.283173+00:00,2026-07-19T19:28:16.483145+00:00
VW-2026-0042,CVE-2025-61729,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Multicluster Global Hub 1.5.4 security update,2026-03-19T10:27:09+00:00,true,false,false,false,9.8,Critical,INFO,red-hat:rhsa-2026-5110;red-hat:rhsa-2026-5146;red-hat:rhsa-2026-5077;red-hat:rhsa-2026-5327;red-hat:rhsa-2026-5394;red-hat:rhsa-2026-5461;red-hat:rhsa-2026-5533;red-hat:rhsa-2026-5544;red-hat:rhsa-2026-5636;red-hat:rhsa-2026-5645;red-hat:rhsa-2026-5807;red-hat:rhsa-2026-5851;red-hat:rhsa-2026-5852;red-hat:rhsa-2026-5853;red-hat:rhsa-2026-5968;red-hat:rhsa-2026-6184;red-hat:rhsa-2026-6192;red-hat:rhsa-2026-6226;red-hat:rhsa-2026-5866;red-hat:rhsa-2026-6428;red-hat:rhsa-2026-6568;red-hat:rhsa-2026-7052;red-hat:rhsa-2026-6554;red-hat:rhsa-2026-7291;red-hat:rhsa-2026-7385;red-hat:rhsa-2026-7676;red-hat:rhsa-2026-7854;red-hat:rhsa-2026-7942;red-hat:rhsa-2026-8151;red-hat:rhsa-2026-8167;red-hat:rhsa-2026-8218;red-hat:rhsa-2026-8337;red-hat:rhsa-2026-8338;red-hat:rhsa-2026-8433;red-hat:rhsa-2026-9097;red-hat:rhsa-2026-9098;red-hat:rhsa-2026-9108;red-hat:rhsa-2026-9109;red-hat:rhsa-2026-9848;red-hat:rhsa-2026-26636;red-hat:rhsa-2026-12279;red-hat:rhsa-2026-16696;red-hat:rhsa-2026-17040;red-hat:rhsa-2026-17547;red-hat:rhsa-2026-17550;red-hat:rhsa-2026-19712;red-hat:rhsa-2026-25127;red-hat:rhsa-2026-25248;red-hat:rhsa-2026-25250;red-hat:rhsa-2026-25252;red-hat:rhsa-2026-26420;red-hat:rhsa-2026-27076;red-hat:rhsa-2026-28047;red-hat:rhsa-2026-36882,,2026-07-18T06:23:39.283173+00:00,2026-07-19T19:28:16.483145+00:00
VW-2026-0043,CVE-2025-68121,active,Red Hat,Ansible Automation Platform;JBoss;OpenShift;RHEL;Satellite,Red Hat Security Advisory: Multicluster Global Hub 1.5.4 security update,2026-03-19T10:27:09+00:00,true,false,false,false,9.1,Critical,INFO,red-hat:rhsa-2026-5110;red-hat:rhsa-2026-5129;red-hat:rhsa-2026-5131;red-hat:rhsa-2026-5130;red-hat:rhsa-2026-5132;red-hat:rhsa-2026-5146;red-hat:rhsa-2026-5168;red-hat:rhsa-2026-5077;red-hat:rhsa-2026-5394;red-hat:rhsa-2026-5452;red-hat:rhsa-2026-5549;red-hat:rhsa-2026-5636;red-hat:rhsa-2026-5645;red-hat:rhsa-2026-5665;red-hat:rhsa-2026-5851;red-hat:rhsa-2026-5948;red-hat:rhsa-2026-5950;red-hat:rhsa-2026-5952;red-hat:rhsa-2026-5968;red-hat:rhsa-2026-6192;red-hat:rhsa-2026-6226;red-hat:rhsa-2026-6277;red-hat:rhsa-2026-6278;red-hat:rhsa-2026-5866;red-hat:rhsa-2026-5876;red-hat:rhsa-2026-6428;red-hat:rhsa-2026-6429;red-hat:rhsa-2026-6497;red-hat:rhsa-2026-6567;red-hat:rhsa-2026-6568;red-hat:rhsa-2026-7052;red-hat:rhsa-2026-7291;red-hat:rhsa-2026-7385;red-hat:rhsa-2026-7854;red-hat:rhsa-2026-8151;red-hat:rhsa-2026-8167;red-hat:rhsa-2026-8218;red-hat:rhsa-2026-8337;red-hat:rhsa-2026-8338;red-hat:rhsa-2026-8433;red-hat:rhsa-2026-7249;red-hat:rhsa-2026-8483;red-hat:rhsa-2026-9097;red-hat:rhsa-2026-9098;red-hat:rhsa-2026-9108;red-hat:rhsa-2026-9109;red-hat:rhsa-2026-9385;red-hat:rhsa-2026-8448;red-hat:rhsa-2026-9848;red-hat:rhsa-2026-26636;red-hat:rhsa-2026-29854;red-hat:rhsa-2026-16696;red-hat:rhsa-2026-17040;red-hat:rhsa-2026-17598;red-hat:rhsa-2026-22450;red-hat:rhsa-2026-22714;red-hat:rhsa-2026-22937;red-hat:rhsa-2026-23228;red-hat:rhsa-2026-25127;red-hat:rhsa-2026-25248;red-hat:rhsa-2026-25250;red-hat:rhsa-2026-25252;red-hat:rhsa-2026-28047;red-hat:rhsa-2026-28893;red-hat:rhsa-2026-28964,,2026-07-18T06:23:39.283173+00:00,2026-07-19T19:28:16.483145+00:00
